id,question
464,"Что происходит, если учредитель не обеспечивает перевод обучающегося в другую организацию высшего образования в установленный срок?"
464,"Какой штраф накладывается на тренера за нарушение антидопинговых правил, включая использование запрещенных веществ?"
465,Какие последствия ждут организацию за нарушение требований пожарной безопасности согласно статье 410?
465,Каковы размеры штрафов для физических лиц и должностных лиц за невыполнение требований пожарной безопасности?
465,"Что происходит, если нарушение требований пожарной безопасности повторяется в течение года?"
465,"Какой штраф применяется, если нарушение требований пожарной безопасности приводит к возникновению пожара, нанёсшего вред здоровью человека?"
465,Что рассматривается как значительный размер ущерба в соответствии с данной статьей?
466,Какое наказание предусмотрено за непредставление заключения по результатам аудита в области пожарной безопасности?
466,Какой штраф налагается на экспертную организацию за представление недостоверного заключения?
466,"Что происходит, если нарушения повторяются в течение года после наложения штрафа?"
466,Какой размер штрафа предусмотрен за заведомо ложное заключение по результатам аудита?
466,Когда вступили в силу изменения в статью 410-1 согласно последнему закону?
467,"Каковы последствия выпуска взрывопожароопасной продукции, которая не соответствует требованиям пожарной безопасности?"
467,"Какой штраф могут получить должностные лица за реализацию продукции, не отвечающей требованиям безопасности?"
467,Как определяется крупный ущерб в контексте статьи 411?
467,"Каковы размеры штрафов для различных субъектов предпринимательства за нарушения, указанные в статье 411?"
467,"Как изменения, внесенные в статью 412, влияют на статью 411?"
468,Какое наказание предусмотрено за нарушение правил безопасности на водоемах?
468,Какой штраф применяется к должностным лицам за невыполнение правил безопасности на водоемах?
468,Какой размер штрафа для физических лиц за нарушение правил безопасности на водоемах?
468,Какова величина штрафа для субъектов среднего предпринимательства за нарушение правил безопасности на водоемах?
468,Каков штраф для субъектов крупного предпринимательства за нарушение правил безопасности на водоемах?
469,Каковы штрафы за необоснованный или преднамеренный выброс радиоактивных веществ в атмосферу?
469,"Что может произойти при вовлечении в хозяйственный оборот продукции, содержащей радиоактивные вещества без разрешения?"
469,Кто может быть привлечен к ответственности за допуск к работе на объектах использования атомной энергии без квалификации?
469,Какие меры предусмотрены за нарушение требований радиационной безопасности?
469,Какое законодательное изменение повлияло на статью 413 в Кодексе?
470,Каковы последствия за нарушение юридическими лицами требований технических регламентов в области использования атомной энергии?
470,Какой размер штрафа устанавливается за первое нарушение в течение года по статье 413-1?
470,Что происходит при повторном нарушении требований технических регламентов в области атомной энергии в течение года?
470,Кто считается юридическим лицом согласно статье 413-1?
470,Может ли быть приостановлена деятельность юридического лица за нарушение технических регламентов?
471,Каковы последствия нарушения требований по ядерному экспорту и импорту согласно статье 414?
471,Какие штрафы предусмотрены для физических лиц за нарушение требований по физической защите ядерных материалов?
471,Сколько составляет штраф для субъектов среднего предпринимательства за нарушение учета ядерных материалов?
471,Какое максимальное наказание за нарушение режима нераспространения ядерного оружия для субъектов крупного предпринимательства?
471,"С какого числа вступили в силу изменения, указанные в статье 415, касающиеся закона о ядерной безопасности?"
472,"Какое наказание предусмотрено за выпуск продукции, не соответствующей техническим регламентам?"
472,Какой размер штрафа ожидает физическое лицо за нарушение законодательства в области технического регулирования?
472,Какой размер штрафа за повторное нарушение в течение года?
472,Что подразумевается под отсутствием документов подтверждения соответствия продукции?
472,Какие последствия могут быть кроме наложения штрафа за нарушения в данной области?
473,Какие нарушения законодательства об аккредитации в области оценки соответствия указаны в статье 415-1?
473,Какой штраф предусмотрен для физических лиц за нарушение аккредитации в соответствии с частью первой статьи 415-1?
473,Что происходит при повторном нарушении в течение года согласно статье 415-1?
473,Каковы размеры штрафов для субъектов среднего предпринимательства по статье 415-1?
473,Какие последствия предусмотрены за выдачу документов без обязательных процедур согласно статье 415-1?
474,Какое наказание предусмотрено за непрекращение производства при обнаружении несоответствия требованиям безопасности?
474,Каковы размеры штрафов для различных категорий субъектов за нарушение законодательства о безопасности продукции?
474,Что включает в себя понятие 'субъект' в контексте статьи 416?
474,Какое законодательство регулирует вопросы безопасности пищевой продукции и игрушек согласно статье 416?
474,"С какого года вступили в силу изменения статьи 417, связанные с законодательством о безопасности продукции?"
475,Каковы штрафные санкции для экспертов-аудиторов за фальсификацию данных о товаре при выдаче сертификата о происхождении?
475,Что грозит уполномоченной организации за отказ в выдаче сертификата при наличии надлежаще оформленных документов?
475,Какой штраф предусмотрен за выдачу сертификата с недостоверными данными о товаре?
475,Каковы последствия за нарушение сроков выдачи сертификатов о происхождении товара?
475,Какое наказание предусмотрено за повторное нарушение в течение года после административного взыскания?
476,"Какой размер штрафа предусмотрен за изготовление Государственного Флага Республики Казахстан, не соответствующего национальному стандарту?"
476,Что предусмотрено за использование Государственного Флага с нарушением законодательства о государственных символах?
476,"Какой штраф налагается на должностных лиц за нарушение национальных стандартов, касающихся Государственного Герба?"
476,Каковы последствия за повторное нарушение требований статьи 418 в течение года?
476,Какой размер штрафа установлен для субъектов малого предпринимательства за установление Государственного Флага с нарушениями?
477,Какое наказание предусмотрено за нарушение обязательных метрологических требований к измерениям в соответствии со статьей 419?
477,Какие действия могут привести к штрафу для физических лиц согласно статье 419?
477,Какой размер штрафа применяется к субъектам малого предпринимательства за повторное нарушение в течение года?
477,"Что происходит, если средства измерений не были включены в реестр государственной системы обеспечения единства измерений?"
477,"Какой штраф установлено за выпуск в обращение средств измерений, не прошедших испытания?"
478,"Каковы меры, которые требуется принять к дикорастущей конопле?"
478,Какой штраф ожидает физическое лицо за непринятие мер к уничтожению дикорастущей конопли?
478,Какие категории организаций подвергаются штрафам за непринятие мер по уничтожению дикорастущей конопли?
478,Какой размер штрафа для субъектов малого предпринимательства за указанное правонарушение?
478,Какие участки земли охватывает статья о непринятии мер к уничтожению дикорастущей конопли?
479,Какие меры должны быть приняты для обеспечения охраны наркосодержащих посевов в соответствии со статьей 421?
479,"Какой штраф предусмотрен для субъектов малого предпринимательства за непринятие мер к охране посевов, содержащих наркотические вещества?"
479,"В каком размере штрафуется субъект среднего предпринимательства за непринятие мер к уничтожению остатков и отходов, содержащих наркотики?"
479,"Какие растения упоминаются в статье 421, в отношении которых требуется обеспечение охраны?"
479,Какие последствия предусмотрены для некоммерческих организаций за отсутствие мер к охране мест хранения наркосодержащих культур?
480,Каковы штрафы для субъектов малого предпринимательства за непринятие мер к пресечению сбыта наркотиков?
480,Какие меры необходимо принять владельцу развлекательного заведения для избежания штрафов по статье 422?
480,Что происходит в случае повторного нарушения в течение года после получения штрафа?
480,Какие заведения подпадают под категорию развлекательных в соответствии с данной статьей?
480,Каков размер штрафа для крупных предприятий при повторном нарушении статьи 422?
481,Какова величина штрафа за пропаганду наркотических средств для субъектов малого предпринимательства?
481,Что понимается под пропагандой наркотических веществ в статье 423?
481,Какие последствия могут быть для субъектов крупного предпринимательства за незаконную рекламу наркотиков?
481,Что может считаться незаконной рекламой наркотических средств по определению данной статьи?
481,"Какова цель распространения информации о наркотических средствах, согласно статье 423?"
482,Какой штраф предусмотрен за продажу табака лицам младше 21 года для физических лиц?
482,Какой размер штрафа для субъектов малого предпринимательства за повторную продажу табака лицам младше 21 года в течение года?
482,Какие виды табачных изделий подпадают под действие статьи 423-1?
482,"Какой штраф предусмотрен для субъектов крупного предпринимательства при первой продаже табака лицам, не достигшим 21 года?"
482,Что происходит при повторном нарушении статьи 423-1 в течение года после административного взыскания?
483,Какой размер штрафа предусмотрен для физических лиц за незаконную медицинскую деятельность без сертификата?
483,Какой штраф накладывается на должностных лиц за предоставление медицинской помощи на платной основе в рамках гарантированного объема бесплатной помощи?
483,Какие последствия влекут повторные нарушения законодательства о медицинской деятельности в течение года?
483,Какой штраф назначается за проведение сеансов целительства с привлечением двух и более лиц?
483,Какие штрафы могут быть наложены на медицинских работников за участие в рекламе лекарственных средств и реализацию их на рабочем месте?
484,Какое наказание предусмотрено за нарушение порядка проведения клинических исследований?
484,Какое действие считается нарушением порядка проведения клинических исследований?
484,Каков размер штрафа для физических лиц за нарушение статьи 424-1?
484,Можно ли получить арест за нарушение порядка применения новых методов в медицине?
484,"Что делать, если медицинский работник нарушает порядок клинических исследований, но это не уголовно наказуемое деяние?"
485,"Каковы размеры штрафов за нарушение санитарно-эпидемиологических требований, если не было причинено вреда здоровью человека?"
485,"Что грозит физическим лицам за действия, повлекшие вред здоровью, но не являющимся уголовно наказуемым деянием?"
485,"Каковы размеры штрафов для крупных предпринимателей, если их действия привели к вреду здоровью?"
485,Какие изменения были внесены в статью 425 с 11 апреля 2019 года?
485,Какова ответственность субъектов малого предпринимательства за нарушение гигиенических нормативов?
486,Каковы штрафы за нарушение правил регистрации и перерегистрации лекарственных средств?
486,Что грозит за повторное нарушение правил фармацевтической деятельности в течение года?
486,"Какой штраф наложен на должностных лиц за нарушение правил ввоза и транспортировки вакцин, если это повлекло легкий вред здоровью?"
486,"Какие санкции предусмотрены за производство и реализацию незарегистрированных лекарственных средств, если они не привели к вреду здоровью?"
486,"Каковы размеры штрафов за действия, повлекшие вред здоровью человека, если они не содержат признаков уголовно наказуемого деяния?"
487,Какой штраф предусмотрен за нарушение требований технической укрепленности объектов и помещений в сфере оборота наркотиков для должностных лиц?
487,Сколько составляет штраф для субъектов среднего предпринимательства за нарушение вышеуказанных требований?
487,Каковы последствия повторного нарушения технической укрепленности в течение года после административного взыскания?
487,Какой штраф несут крупные предприниматели за повторное нарушение технической укрепленности?
487,Что может произойти с юридическим лицом в случае повторного нарушения в течение года?
488,Какое наказание предусмотрено за распространение недостоверной рекламы медицинских услуг без лицензии?
488,Каково максимальное штрафное взыскание для должностных лиц за недостоверную рекламу в области здравоохранения?
488,Какое наказание предусмотрено для субъектов малого предпринимательства за рекламу биологически активных добавок без государственной регистрации?
488,"Что произойдет, если реклама медицинских услуг не содержит признаков уголовно наказуемого деяния?"
488,Какие изменения были внесены в заголовок статьи 429 в соответствии с последними законами?
489,"Какой штраф предусмотрен за уклонение от медицинского обследования после предупреждения учреждения здравоохранения для лиц, контактировавших с ВИЧ-инфицированными?"
489,"Какова сумма штрафа за уклонение от лечения лиц, имеющих психические и поведенческие расстройства, связанные с употреблением психоактивных веществ?"
489,Что подразумевается под уклонением от медицинского обследования в контексте статьи 429?
489,"Какие заболевания упоминаются в статье 429, после контакта с которыми предусмотрены штрафы за уклонение от обследования?"
489,Какое законодательство изменило части первой и второй статьи 429?
490,Какова ответственность за уклонение от лечения лиц с опасными заболеваниями?
490,Какой штраф предусмотрен за отказ от приема лекарств после предупреждения?
490,"Кто определяет перечень заболеваний, представляющих опасность для окружающих?"
490,"Какое наказание ждет родителей, уклоняющихся от лечения несовершеннолетних с опасными заболеваниями?"
490,Какова сумма штрафа для физических лиц за уклонение от лечения несовершеннолетних?
491,Каковы последствия сокрытия источника заражения лицами с опасными заболеваниями?
491,Какой размер штрафа предусмотрен за сокрытие контактов с зараженными?
491,Что считается сокрытием источника заражения по статье 431?
491,Кто несет ответственность за сокрытие информации о заражении?
491,"Что произойдет, если лицо с заболеванием скроет контактные данные?"
492,Какое наказание предусмотрено за предоставление ложных сведений при получении разрешительных документов на медицинскую деятельность?
492,Каков размер штрафа для физических лиц за предоставление заведомо ложных сведений?
492,"Какой штраф применяется к субъектам малого предпринимательства, если они повторно предоставили ложные сведения в течение года?"
492,Какова шкала штрафов для крупных предпринимателей за предоставление ложных сведений впервые?
492,"Что произойдет, если жалоба на предоставление ложных сведений будет подана повторно в течение года после первого нарушения?"
493,Какое наказание предусмотрено за нарушение субъектами здравоохранения обязанностей по информированию уполномоченных органов?
493,Что необходимо сообщить государственному органу в сфере санитарно-эпидемиологического благополучия населения?
493,Каковы последствия повторного нарушения в течение года после административного взыскания?
493,Какое штрафное взыскание грозит должностным лицам за нарушение информирования?
493,Какие случаи медицинских событий должны быть сообщены органам внутренних дел?
494,Какое наказание предусмотрено за мелкое хулиганство согласно статье 434?
494,Что относится к мелкому хулиганству в соответствии с частью 1 статьи 434?
494,Какое наказание предусмотрено за повторное мелкое хулиганство в течение года?
494,Сколько суток может длиться административный арест за мелкое хулиганство?
494,"Что произойдет, если мелкое хулиганство будет совершено лицом, к которому не применяется административный арест?"
495,"Каковы нарушения правил поведения на спортивных мероприятиях, которые могут привести к штрафу для физических лиц?"
495,Какой размер штрафа предусмотрен за первое нарушение правил поведения на спортивных мероприятиях?
495,"Что произойдёт, если нарушение правил поведения на мероприятии будет совершено повторно в течение года?"
495,Какие предметы запрещено проносить на спортивные и массовые мероприятия согласно статье 434-1?
495,"Какова ответственность за использование визуальных предметов, направленных на разжигание розни на спортивных мероприятиях?"
496,"Какой штраф предусмотрен за загрязнение мест общего пользования, парков и скверов?"
496,Каковы последствия повторного загрязнения мест общего пользования в течение года?
496,Что понимается под загрязнением мест общего пользования согласно статье 434-2?
496,Какой размер штрафа за выброс коммунальных отходов в неустановленных местах?
496,"Что произойдет, если лицо снова загрязнит общественное пространство после административного взыскания?"
497,"Какое наказание предусмотрено за мелкое хулиганство, совершенное несовершеннолетним в возрасте от 14 до 16 лет?"
497,"Какова сумма штрафа для родителей несовершеннолетнего, совершившего хулиганство?"
497,Согласно какой статье Уголовного кодекса нарушается закон в случае мелкого хулиганства?
497,Когда были внесены изменения в закон по статье 436?
497,Что представляет собой мелкое хулиганство согласно статье 435?
498,"Какой штраф предусмотрен за применение пиротехнических изделий в населенных пунктах, если это действие нарушает покой граждан?"
498,"Какие последствия ожидают родителей за правонарушение, совершенное несовершеннолетним при использовании пиротехнических изделий?"
498,Какой штраф будет наложен за повторное нарушение в течение года после наложения административного взыскания?
498,Когда и с каким законом были внесены изменения в статью 436 относительно пиротехнических изделий?
498,"Какие действия связанные с пиротехническими изделиями подпадают под штраф и конфискацию, если не причинен крупный материальный ущерб?"
499,Каковы временные рамки для определения нарушения тишины согласно статье 437?
499,Какой штраф налагается на физических лиц за нарушение тишины в будние дни?
499,Какие меры предусмотрены в случае повторного нарушения тишины в течение года?
499,Какой размер штрафа предусмотрен для субъектов среднего предпринимательства за нарушение тишины?
499,Каковы правовые последствия нарушения тишины со стороны развлекательных заведений в жилых зонах?
500,Какой штраф предусмотрен за заведомо ложный вызов специальных служб для физических лиц?
500,"Какой размер штрафа будет, если заведомо ложный вызов совершён повторно в течение года после наложения административного взыскания?"
500,"Какой штраф предусмотрен для родителей, если заведомо ложный вызов совершает несовершеннолетний в возрасте от четырнадцати до шестнадцати лет?"
500,"Можно ли получить предупреждение вместо штрафа за заведомо ложный вызов, если его совершает несовершеннолетний?"
500,Какой штраф предусмотрен за заведомо ложный вызов в период ликвидации аварии или стихийных бедствий?
501,Каковы последствия сообщения заведомо ложной информации о факте коррупционного правонарушения?
501,Какой штраф предусмотрен за первое нарушение по статье 439?
501,"Что происходит, если заведомо ложная информация о коррупции сообщается повторно в течение года?"
501,Какой размер штрафа для физических лиц за повторное нарушение статьи 439?
501,"В какой редакции изложена статья 440, упомянутая в статье 439?"
502,Какой штраф устанавливается за распитие алкогольных напитков в общественных местах?
502,Какое административное наказание предусмотрено за появление в общественных местах в состоянии опьянения несовершеннолетних?
502,Что произойдёт в случае повторного нарушения статьи 440 в течение года?
502,На какие места не распространяется запрет на распитие алкогольных напитков?
502,"Кто отвечает за штраф, если несовершеннолетние распивают алкогольные напитки?"
503,Какой штраф предусмотрен за потребление табачных изделий в запрещенных местах согласно статье 441?
503,Какой штраф налагается за курение табачных изделий на борту воздушного судна?
503,Каково наказание за повторное нарушение запрета на потребление табачных изделий в течение года?
503,"Какие меры должен принять работодатель к лицам, потребляющим табачные изделия в не определенных местах?"
503,Какова величина штрафа для субъектов малого предпринимательства за непринятие мер против потребляющих табак?
504,Какой штраф предусмотрен за потребление табачных изделий в автомобиле с несовершеннолетними?
504,"Какой размер штрафа будет, если нарушение повторится в течение года после первого взыскания?"
504,"Что включают в себя табачные изделия, на которые распространяется данное правило?"
504,Какой закон регулирует запрет на потребление табачных изделий в автомобилях?
504,"Можно ли получить административное взыскание за курение в автомобиле, если в нем находятся дети?"
505,Какой штраф предусмотрен для законных представителей за нахождение несовершеннолетних в развлекательных заведениях без их сопровождения в ночное время?
505,С какого времени начинается ответственность за нахождение несовершеннолетних вне жилища без законных представителей?
505,Какое наказание грозит законным представителям при повторном нарушении в течение года?
505,В какое время несовершеннолетние могут находиться вне жилища без сопровождения законных представителей без штрафа?
505,"Каковы изменения, внесенные в статью 442 в соответствии с законами РК от 29.12.14 и 28.12.17?"
506,"Какое наказание предусмотрено за неповиновение законному требованию лица, обеспечивающего общественный порядок?"
506,Какой штраф будет наложен за повторное неповиновение в течение года после административного взыскания?
506,На какой срок может быть назначен административный арест за повторное неповиновение?
506,"Когда вступила в действие статья 443, согласно изменениям Закона РК?"
506,Какой размер штрафа за повторное неповиновение составляет десять месячных расчетных показателей?
507,"Каковы последствия для иностранцев, которые отказываются от обязательной дактилоскопической регистрации в соответствии с статьей 443-1?"
507,Какая ответственность предусмотрена за отказ граждан Республики Казахстан от прохождения геномной регистрации?
507,"Что произойдет с гражданами и иностранцами, если они откажутся от обязательной дактилоскопической регистрации?"
507,"Когда вступают в силу изменения в статью 444, связанные с обязательной регистрацией согласно статьe 443-1?"
507,Какой штраф установлен за отказ от прохождения геномной регистрации согласно статье 443-1?
508,Каковы последствия участия в азартных играх в неотведенных для этого местах?
508,Какой размер штрафа предусмотрен за принятие ставок на спортивные состязания без специального разрешения?
508,Какие меры предусмотрены за вовлечение граждан до 21 года в азартные игры?
508,Что происходит с игральными принадлежностями при наложении штрафа?
508,Какие изменения были внесены в статью 444 согласно последним законам?
509,Какое наказание предусмотрено за несоблюдение требований о расположении игорных заведений в нежилых помещениях?
509,Что грозит организатору игорного бизнеса за заключение пари вне игорных заведений?
509,Какие штрафы устанавливаются за невыполнение условий по формированию обязательных резервов?
509,Какое взыскание предусмотрено за монтаж игровых автоматов в неположенных местах?
509,Каков размер штрафа за использование игровых автоматов с нарушением технических требований?
510,Каковы штрафы для операторов лотереи за невыполнение требований об опубликовании результатов тиражей?
510,Что грозит оператору лотереи за нарушение сроков направления условий проведения лотереи в уполномоченный орган?
510,Какой штраф применяется в случае несвоевременного предоставления информации о распространенных лотерейных билетах?
510,Каковы последствия для оператора лотереи за нарушение требований по формированию призового фонда?
510,"Каковы штрафы для физических лиц, которые проведут лотерею без статуса оператора?"
511,Что такое продукция эротического содержания в контексте Статьи 446?
511,"Какие последствия ждут за продажу эротической продукции в местах, не предназначенных для этого?"
511,Какой размер штрафа предусмотрен для физических лиц за рекламирование эротической продукции?
511,Когда наступает конфискация продукции эротического содержания?
511,Какие места считаются отведенными для рекламирования продукции эротического содержания?
512,Какой размер штрафа предусмотрен для физических лиц за нарушение правил охраны памятников?
512,"С какого числа вступили в силу изменения, внесенные в статью 448?"
512,Какой размер штрафа предусмотрен для должностных лиц за нарушение правил использования исторических памятников?
512,Что будет являться нарушением правил охраны памятников культуры?
512,Какие памятники охраняются государством в соответствии с данной статьей?
513,Какие действия считаются вандализмом несовершеннолетних согласно статье 448?
513,"Каковы последствия вандализма, совершенного несовершеннолетними до шестнадцати лет?"
